Mod:Item:MetaData, Localized Name
extraplanets:tier4_space_suit_chest, Tier 4 Space Suit Chestplate
extraplanets:tier4_space_suit_jetpack_chest, Tier 4 Space Suit Jetpack Chestplate
extraplanets:tier4_space_suit_legings, Tier 4 Space Suit Leggings
extraplanets:tier4_space_suit_boots, Tier 4 Space Suit Boots
extraplanets:tier4_space_suit_gravity_boots, Tier 4 Space Suit Gravity Boots
extraplanets:mercury_battery, Mercury Battery
extraplanets:compressed_mercury:0, Compressed Mercury
extraplanets:ingot_mercury:0, Mercury Ingot
extraplanets:item_tier4_rocket:0, Tier 4 Rocket
extraplanets:item_tier4_rocket:1, Tier 4 Rocket
extraplanets:item_tier4_rocket:2, Tier 4 Rocket
extraplanets:item_tier4_rocket:3, Tier 4 Rocket
extraplanets:item_tier4_rocket:4, Tier 4 Rocket
extraplanets:schematic_tier4:0, NASA Workbench Schematic
extraplanets:nose_cone_tier4:0, Tier 4 Nose Cone
extraplanets:tier4_items:0, Tier 4 Rocket Engine
extraplanets:tier4_items:1, Tier 4 Booster
extraplanets:tier4_items:2, Tier 4 Rocket Fins
extraplanets:tier4_items:3, Heavy-Duty Plate
extraplanets:tier4_items:4, Compressed Carbon
extraplanets:tier4_items:5, Carbon Ingot
extraplanets:tier4_items:6, Diamond Shard
extraplanets:t4key:0, Tier 4 Dungeon Key
extraplanets:ingot_uranium:0, Uranium Ingot
extraplanets:item_tier5_rocket:0, Tier 5 Rocket
extraplanets:item_tier5_rocket:1, Tier 5 Rocket
extraplanets:item_tier5_rocket:2, Tier 5 Rocket
extraplanets:item_tier5_rocket:3, Tier 5 Rocket
extraplanets:item_tier5_rocket:4, Tier 5 Rocket
extraplanets:schematic_tier5:0, NASA Workbench Schematic
extraplanets:nose_cone_tier5:0, Tier 5 Nose Cone
extraplanets:tier5_items:0, Tier 5 Rocket Engine
extraplanets:tier5_items:1, Tier 5 Booster
extraplanets:tier5_items:2, Tier 5 Rocket Fins
extraplanets:tier5_items:3, Heavy-Duty Plate
extraplanets:tier5_items:4, Compressed Palladium
extraplanets:tier5_items:5, Palladium Ingot
extraplanets:tier5_items:6, Compressed Nickel
extraplanets:tier5_items:7, Nickel Ingot
extraplanets:tier5_items:8, Red Gem
extraplanets:tier5_items:9, Ash Powder
extraplanets:tier5_items:10, Ash Shard
extraplanets:tier5_items:11, Volcanic Shard
extraplanets:tier5_items:12, Volcanic Ingot
extraplanets:t5key:0, Tier 5 Dungeon Key
extraplanets:nickel_battery, Nickel Battery
extraplanets:item_tier6_rocket:0, Tier 6 Rocket
extraplanets:item_tier6_rocket:1, Tier 6 Rocket
extraplanets:item_tier6_rocket:2, Tier 6 Rocket
extraplanets:item_tier6_rocket:3, Tier 6 Rocket
extraplanets:item_tier6_rocket:4, Tier 6 Rocket
extraplanets:schematic_tier6:0, NASA Workbench Schematic
extraplanets:nose_cone_tier6:0, Tier 6 Nose Cone
extraplanets:tier6_items:0, Tier 6 Rocket Engine
extraplanets:tier6_items:1, Tier 6 Booster
extraplanets:tier6_items:2, Tier 6 Rocket Fins
extraplanets:tier6_items:3, Heavy-Duty Plate
extraplanets:tier6_items:4, Compressed Magnesium
extraplanets:tier6_items:5, Magnesium Ingot
extraplanets:t6key:0, Tier 6 Dungeon Key
extraplanets:item_tier7_rocket:0, Tier 7 Rocket
extraplanets:item_tier7_rocket:1, Tier 7 Rocket
extraplanets:item_tier7_rocket:2, Tier 7 Rocket
extraplanets:item_tier7_rocket:3, Tier 7 Rocket
extraplanets:item_tier7_rocket:4, Tier 7 Rocket
extraplanets:schematic_tier7:0, NASA Workbench Schematic
extraplanets:nose_cone_tier7:0, Tier 7 Nose Cone
extraplanets:tier7_items:0, Tier 7 Rocket Engine
extraplanets:tier7_items:1, Tier 7 Booster
extraplanets:tier7_items:2, Tier 7 Rocket Fins
extraplanets:tier7_items:3, Heavy-Duty Plate
extraplanets:tier7_items:4, Compressed Crystal
extraplanets:tier7_items:5, Crystal Ingot
extraplanets:tier7_items:6, Compressed Reinforced Crystal
extraplanets:tier7_items:7, White Gem
extraplanets:t7key:0, Tier 7 Dungeon Key
extraplanets:item_tier8_rocket:0, Tier 8 Rocket
extraplanets:item_tier8_rocket:1, Tier 8 Rocket
extraplanets:item_tier8_rocket:2, Tier 8 Rocket
extraplanets:item_tier8_rocket:3, Tier 8 Rocket
extraplanets:item_tier8_rocket:4, Tier 8 Rocket
extraplanets:schematic_tier8:0, NASA Workbench Schematic
extraplanets:nose_cone_tier8:0, Tier 8 Nose Cone
extraplanets:tier8_items:0, Tier 8 Rocket Engine
extraplanets:tier8_items:1, Tier 8 Booster
extraplanets:tier8_items:2, Tier 8 Rocket Fins
extraplanets:tier8_items:3, Heavy-Duty Plate
extraplanets:tier8_items:4, Compressed Zinc
extraplanets:tier8_items:5, Zinc Ingot
extraplanets:tier8_items:6, Blue Gem
extraplanets:t8key:0, Tier 8 Dungeon Key
extraplanets:zinc_battery, Zinc Battery
extraplanets:item_tier9_rocket:0, Tier 9 Rocket
extraplanets:item_tier9_rocket:1, Tier 9 Rocket
extraplanets:item_tier9_rocket:2, Tier 9 Rocket
extraplanets:item_tier9_rocket:3, Tier 9 Rocket
extraplanets:item_tier9_rocket:4, Tier 9 Rocket
extraplanets:schematic_tier9:0, NASA Workbench Schematic
extraplanets:nose_cone_tier9:0, Tier 9 Nose Cone
extraplanets:tier9_items:0, Tier 9 Rocket Engine
extraplanets:tier9_items:1, Tier 9 Booster
extraplanets:tier9_items:2, Tier 9 Rocket Fins
extraplanets:tier9_items:3, Heavy-Duty Plate
extraplanets:tier9_items:4, Compressed Tungsten
extraplanets:tier9_items:5, Tungsten Ingot
extraplanets:t9key:0, Tier 9 Dungeon Key
extraplanets:item_tier10_rocket:0, Tier 10 Rocket
extraplanets:item_tier10_rocket:1, Tier 10 Rocket
extraplanets:item_tier10_rocket:2, Tier 10 Rocket
extraplanets:item_tier10_rocket:3, Tier 10 Rocket
extraplanets:item_tier10_rocket:4, Tier 10 Rocket
extraplanets:schematic_tier10:0, NASA Workbench Schematic
extraplanets:nose_cone_tier10:0, Tier 10 Nose Cone
extraplanets:tier10_items:0, Tier 10 Rocket Engine
extraplanets:tier10_items:1, Tier 10 Booster
extraplanets:tier10_items:2, Tier 10 Rocket Fins
extraplanets:tier10_items:3, Heavy-Duty Plate
extraplanets:tier10_items:4, Compressed Dark Iron
extraplanets:tier10_items:5, Dark Iron Ingot
extraplanets:t10key:0, Tier 10 Dungeon Key
extraplanets:schematic_tier10_electric_rocket:0, NASA Workbench Schematic
extraplanets:tier11_items:0, Blue Diamond
extraplanets:tier11_items:1, Red Diamond
extraplanets:tier11_items:2, Purple Diamond
extraplanets:tier11_items:3, Yellow Diamond
extraplanets:tier11_items:4, Green Diamond
extraplanets:tier11_items:5, Platinum Ingot
extraplanets:tier11_items:6, Compressed Platinum
extraplanets:tier11_items:7, Blue Sticks
extraplanets:tier11_items:8, Red Sticks
extraplanets:tier11_items:9, Purple Sticks
extraplanets:tier11_items:10, Yellow Sticks
extraplanets:tier11_items:11, Green Sticks
extraplanets:tier11_items:12, Brown Sticks
extraplanets:apple_diamond:0, Diamond Apple
extraplanets:apple_diamond:1, Diamond Apple
extraplanets:apple_iron:0, Iron Apple
extraplanets:apple_iron:1, Iron Apple
extraplanets:thermal_cloth:0, Tier 3 Thermal Cloth
extraplanets:thermal_cloth:1, Tier 4 Thermal Cloth
extraplanets:thermal_cloth:2, Tier 5 Thermal Cloth
extraplanets:tier3_thermal_padding:0, Tier 3 Thermal Padding Helm
extraplanets:tier3_thermal_padding:1, Tier 3 Thermal Padding Chestpiece
extraplanets:tier3_thermal_padding:2, Tier 3 Thermal Padding Leggings
extraplanets:tier3_thermal_padding:3, Tier 3 Thermal Padding Boots
extraplanets:tier4_thermal_padding:0, Tier 4 Thermal Padding Helm
extraplanets:tier4_thermal_padding:1, Tier 4 Thermal Padding Chestpiece
extraplanets:tier4_thermal_padding:2, Tier 4 Thermal Padding Leggings
extraplanets:tier4_thermal_padding:3, Tier 4 Thermal Padding Boots
extraplanets:tier5_thermal_padding:0, Tier 5 Thermal Padding Helm
extraplanets:tier5_thermal_padding:1, Tier 5 Thermal Padding Chestpiece
extraplanets:tier5_thermal_padding:2, Tier 5 Thermal Padding Leggings
extraplanets:tier5_thermal_padding:3, Tier 5 Thermal Padding Boots
extraplanets:advanced_battery, Advanced Battery
extraplanets:ultimate_battery, Ultimate Battery
extraplanets:massive_battery, Massive Battery
extraplanets:oxygen_tank_very_heavy_full, Very Heavy Oxygen Tank
extraplanets:oxygen_tank_extremely_heavy_full, Extremely Heavy Oxygen Tank
extraplanets:tier1_pressure_layer:0, Tier 1 Pressure Layer
extraplanets:tier2_pressure_layer:0, Tier 2 Pressure Layer
extraplanets:tier3_pressure_layer:0, Tier 3 Pressure Layer
extraplanets:tier4_pressure_layer:0, Tier 4 Pressure Layer
extraplanets:tier1_radiation_layer:0, Tier 1 Radiation Layer
extraplanets:tier2_radiation_layer:0, Tier 2 Radiation Layer
extraplanets:tier3_radiation_layer:0, Tier 3 Radiation Layer
extraplanets:tier4_radiation_layer:0, Tier 4 Radiation Layer
extraplanets:tier1_armor_layer:0, Tier 1 Armour Layer
extraplanets:tier2_armor_layer:0, Tier 2 Armour Layer
extraplanets:tier3_armor_layer:0, Tier 3 Armour Layer
extraplanets:tier4_armor_layer:0, Tier 4 Armour Layer
extraplanets:tier1_un_prepared_space_suit_helmet:0, Tier 1 Un-Prepared Space Suit Helmet
extraplanets:tier1_un_prepared_space_suit_chest:0, Tier 1 Un-Prepared Space Suit Chestplate
extraplanets:tier1_un_prepared_space_suit_legings:0, Tier 1 Un-Prepared Space Suit Leggings
extraplanets:tier1_un_prepared_space_suit_boots:0, Tier 1 Un-Prepared Space Suit Boots
extraplanets:tier2_un_prepared_space_suit_helmet:0, Tier 2 Un-Prepared Space Suit Helmet
extraplanets:tier2_un_prepared_space_suit_chest:0, Tier 2 Un-Prepared Space Suit Chestplate
extraplanets:tier2_un_prepared_space_suit_legings:0, Tier 2 Un-Prepared Space Suit Leggings
extraplanets:tier2_un_prepared_space_suit_boots:0, Tier 2 Un-Prepared Space Suit Boots
extraplanets:tier3_un_prepared_space_suit_helmet:0, Tier 3 Un-Prepared Space Suit Helmet
extraplanets:tier3_un_prepared_space_suit_chest:0, Tier 3 Un-Prepared Space Suit Chestplate
extraplanets:tier3_un_prepared_space_suit_legings:0, Tier 3 Un-Prepared Space Suit Leggings
extraplanets:tier3_un_prepared_space_suit_boots:0, Tier 3 Un-Prepared Space Suit Boots
extraplanets:tier4_un_prepared_space_suit_helmet:0, Tier 4 Un-Prepared Space Suit Helmet
extraplanets:tier4_un_prepared_space_suit_chest:0, Tier 4 Un-Prepared Space Suit Chestplate
extraplanets:tier4_un_prepared_space_suit_legings:0, Tier 4 Un-Prepared Space Suit Leggings
extraplanets:tier4_un_prepared_space_suit_boots:0, Tier 4 Un-Prepared Space Suit Boots
extraplanets:enviro_emergency_kit, Environment Emergency Kit
extraplanets:module_items:0, No Fall Damage Module
extraplanets:module_items:1, Oxygen Controller
extraplanets:module_items:2, Space Gear Controller
extraplanets:iodide_salt:0, Iodized Salt
extraplanets:potassium_iodide:0, Potassium Iodide
extraplanets:potassium:0, Potassium
extraplanets:potash_shards:0, Potash Shard
extraplanets:anti_radiation:0, Anti-Rad
extraplanets:mars_rover, Mars Rover
extraplanets:schematic_mars_rover, NASA Workbench Schematic
extraplanets:venus_rover, Venus Rover
extraplanets:schematic_venus_rover, NASA Workbench Schematic
extraplanets:electric_parts:0, Tier 1 Battery
extraplanets:electric_parts:1, Tier 2 Battery
extraplanets:electric_parts:2, Tier 1 Wheel
extraplanets:electric_parts:3, Tier 2 Wheel
extraplanets:canned_food:0, Can of Food
extraplanets:canned_food:1, Can of Food
extraplanets:canned_food:2, Can of Food
extraplanets:canned_food:3, Can of Food
extraplanets:wafer:0, Diamond Wafer
extraplanets:wafer:1, Carbon Wafer
extraplanets:wafer:2, Titanium Wafer
extraplanets:wafer:3, Red Gem Wafer
extraplanets:wafer:4, Blue Gem Wafer
extraplanets:wafer:5, White Gem Wafer
extraplanets:ingot_lead:0, Lead Ingot
extraplanets:cloth:0, Wool Cloth
extraplanets:tools:0, Sledge Hammer
extraplanets:tools:1, Grinding Wheel
extraplanets:tools:2, String Mesh
extraplanets:tools:3, Filter
extraplanets:gravity_controller:0, Gravity Controller
extraplanets:tier1_kit:0, Tier 1 Full Kit
extraplanets:tier1_kit:1, Tier 1 Basic Setup Kit
extraplanets:tier1_kit:2, Tier 1 Full Kit without Oxygen
extraplanets:tier1_kit:3, Tier 1 Full Kit without Thermal Protection
extraplanets:tier1_kit:4, Tier 1 Oxygen Kit
extraplanets:tier1_kit:5, Tier 1 Protection Kit
extraplanets:tier2_kit:0, Tier 2 Full Kit
extraplanets:tier2_kit:1, Tier 2 Basic Setup Kit
extraplanets:tier2_kit:2, Tier 2 Full Kit without Oxygen
extraplanets:tier2_kit:3, Tier 2 Full Kit without Thermal Protection
extraplanets:tier2_kit:4, Tier 2 Oxygen Kit
extraplanets:tier2_kit:5, Tier 2 Protection Kit
extraplanets:tier3_kit:0, Tier 3 Full Kit
extraplanets:tier3_kit:1, Tier 3 Basic Setup Kit
extraplanets:tier3_kit:2, Tier 3 Full Kit without Oxygen
extraplanets:tier3_kit:3, Tier 3 Full Kit without Thermal Protection
extraplanets:tier3_kit:4, Tier 3 Oxygen Kit
extraplanets:tier3_kit:5, Tier 3 Protection Kit
extraplanets:tier4_kit:0, Tier 4 Full Kit
extraplanets:tier4_kit:1, Tier 4 Basic Setup Kit
extraplanets:tier4_kit:2, Tier 4 Full Kit without Oxygen
extraplanets:tier4_kit:3, Tier 4 Full Kit without Thermal Protection
extraplanets:tier4_kit:4, Tier 4 Oxygen Kit
extraplanets:tier4_kit:5, Tier 4 Protection Kit
extraplanets:tier5_kit:0, Tier 5 Full Kit
extraplanets:tier5_kit:1, Tier 5 Basic Setup Kit
extraplanets:tier5_kit:2, Tier 5 Full Kit without Oxygen
extraplanets:tier5_kit:3, Tier 5 Full Kit without Thermal Protection
extraplanets:tier5_kit:4, Tier 5 Oxygen Kit
extraplanets:tier5_kit:5, Tier 5 Protection Kit
extraplanets:item_tier10_electric_rocket:0, Tier 10 Electric Rocket
extraplanets:item_tier10_electric_rocket:1, Tier 10 Electric Rocket
extraplanets:item_tier10_electric_rocket:2, Tier 10 Electric Rocket
extraplanets:item_tier10_electric_rocket:3, Tier 10 Electric Rocket
extraplanets:item_tier10_electric_rocket:4, Tier 10 Electric Rocket
extraplanets:geiger_counter:0, Geiger Counter
extraplanets:white_sugar_cane_item, White Sugar Cane
extraplanets:chocolate_bar, Chocolate Bar
extraplanets:caramel_bar, Caramel Bar
extraplanets:oxygen_tank_light_full_black, Light Oxygen Tank
extraplanets:oxygen_tank_light_full_red, Light Oxygen Tank
extraplanets:oxygen_tank_light_full_green, Light Oxygen Tank
extraplanets:oxygen_tank_light_full_brown, Light Oxygen Tank
extraplanets:oxygen_tank_light_full_blue, Light Oxygen Tank
extraplanets:oxygen_tank_light_full_purple, Light Oxygen Tank
extraplanets:oxygen_tank_light_full_cyan, Light Oxygen Tank
extraplanets:oxygen_tank_light_full_light_gray, Light Oxygen Tank
extraplanets:oxygen_tank_light_full_gray, Light Oxygen Tank
extraplanets:oxygen_tank_light_full_pink, Light Oxygen Tank
extraplanets:oxygen_tank_light_full_yellow, Light Oxygen Tank
extraplanets:oxygen_tank_light_full_light_blue, Light Oxygen Tank
extraplanets:oxygen_tank_light_full_magenta, Light Oxygen Tank
extraplanets:oxygen_tank_light_full_orange, Light Oxygen Tank
extraplanets:oxygen_tank_light_full_white, Light Oxygen Tank
extraplanets:oxygen_tank_med_full_black, Medium Oxygen Tank
extraplanets:oxygen_tank_med_full_red, Medium Oxygen Tank
extraplanets:oxygen_tank_med_full_green, Medium Oxygen Tank
extraplanets:oxygen_tank_med_full_brown, Medium Oxygen Tank
extraplanets:oxygen_tank_med_full_blue, Medium Oxygen Tank
extraplanets:oxygen_tank_med_full_purple, Medium Oxygen Tank
extraplanets:oxygen_tank_med_full_cyan, Medium Oxygen Tank
extraplanets:oxygen_tank_med_full_light_gray, Medium Oxygen Tank
extraplanets:oxygen_tank_med_full_gray, Medium Oxygen Tank
extraplanets:oxygen_tank_med_full_pink, Medium Oxygen Tank
extraplanets:oxygen_tank_med_full_yellow, Medium Oxygen Tank
extraplanets:oxygen_tank_med_full_light_blue, Medium Oxygen Tank
extraplanets:oxygen_tank_med_full_magenta, Medium Oxygen Tank
extraplanets:oxygen_tank_med_full_lime, Medium Oxygen Tank
extraplanets:oxygen_tank_med_full_white, Medium Oxygen Tank
extraplanets:oxygen_tank_heavy_full_black, Heavy Oxygen Tank
extraplanets:oxygen_tank_heavy_full_lime, Heavy Oxygen Tank
extraplanets:oxygen_tank_heavy_full_green, Heavy Oxygen Tank
extraplanets:oxygen_tank_heavy_full_brown, Heavy Oxygen Tank
extraplanets:oxygen_tank_heavy_full_blue, Heavy Oxygen Tank
extraplanets:oxygen_tank_heavy_full_purple, Heavy Oxygen Tank
extraplanets:oxygen_tank_heavy_full_cyan, Heavy Oxygen Tank
extraplanets:oxygen_tank_heavy_full_light_gray, Heavy Oxygen Tank
extraplanets:oxygen_tank_heavy_full_gray, Heavy Oxygen Tank
extraplanets:oxygen_tank_heavy_full_pink, Heavy Oxygen Tank
extraplanets:oxygen_tank_heavy_full_yellow, Heavy Oxygen Tank
extraplanets:oxygen_tank_heavy_full_light_blue, Heavy Oxygen Tank
extraplanets:oxygen_tank_heavy_full_magenta, Heavy Oxygen Tank
extraplanets:oxygen_tank_heavy_full_orange, Heavy Oxygen Tank
extraplanets:oxygen_tank_heavy_full_white, Heavy Oxygen Tank
itemfilters:filter, Item Filter
itemfilters:missing, Missing Item
ftbquests:screen, Task Screen
ftbquests:progress_detector, Quest Progress Detector
ftbquests:detector:0, Redstone Detector
ftbquests:detector:1, Player Detector
ftbquests:progress_screen, Progress Screen
ftbquests:chest, Quest Chest
ftbquests:loot_crate_storage, Loot Crate Storage
ftbquests:loot_crate_opener, Loot Crate Opener
ftbquests:barrier, Quest Barrier
ftbquests:reward_collector, Reward Collector
ftbquests:book, Quest Book
ftbquests:lootcrate, Loot Crate
ftbquests:custom_icon, Custom Icon
gaiadimension:crystallized_redstone, Crystallized Redstone
gaiadimension:crystallized_lapis_lazuli, Crystallized Lapis Lazuli
gaiadimension:glint_and_gold, Glint and Gold
gaiadimension:agate_stick, Agate Stick
gaiadimension:hot_dust, Hot Dust
gaiadimension:goldstone_dust, Goldstone Dust
gaiadimension:fine_dust, Fine Dust
gaiadimension:cloudy_shard, Cloudy Shard
gaiadimension:agate_cup, Agate Cup
gaiadimension:scaynyx_ingot, Scaynyx Ingot
gaiadimension:sweet_muckball, Sweet Muckball
gaiadimension:sugar_crystals, Sugar Crystals
gaiadimension:sugar_cluster, Sugar Cluster
gaiadimension:shiny_bone, Shiny Bone
gaiadimension:fine_thread, Fine Thread
gaiadimension:twined_thread, Twined Thread
gaiadimension:pink_essence, Pink Essence
gaiadimension:pink_goo, Pink Goo
gaiadimension:gemstone_pouch, Gemstone Pouch
gaiadimension:agate_fabric, Agate Fabric
gaiadimension:sturdy_pebble, Sturdy Pebble
gaiadimension:scaynyx_bucket, Scaynyx Bucket
gaiadimension:pink_geode, Geode
gaiadimension:blue_geode, Geode
gaiadimension:green_geode, Geode
gaiadimension:purple_geode, Geode
gaiadimension:pink_geode_slice, Sweet Geode Slice
gaiadimension:blue_geode_slice, Tangy Geode Slice
gaiadimension:green_geode_slice, Tarty Geode Slice
gaiadimension:purple_geode_slice, Sour Geode Slice
gaiadimension:pink_geode_juice, Sweet Geode Juice
gaiadimension:blue_geode_tea, Tangy Geode Tea
gaiadimension:green_geode_ale, Tarty Geode Ale
gaiadimension:purple_geode_soda, Sour Geode Soda
gaiadimension:pearly_geode_elixir, Aromatic Geode Elixir
gaiadimension:lurmorus_meat, Lurmorus Meat
gaiadimension:lurmorus_steak, Lurmorus Steak
gaiadimension:small_tentacle, Small Tentacle
gaiadimension:small_calamari, Small Calamari
gaiadimension:large_tentacle, Large Tentacle
gaiadimension:large_calamari, Large Calamari
gaiadimension:markuzar_mint, Markuzar Mint
gaiadimension:luggeroth_chop, Luggeroth Chop
gaiadimension:cooked_luggeroth_chop, Cooked Luggeroth Chop
gaiadimension:tilipi, Tilipi
gaiadimension:tilibl, Tilibl
gaiadimension:tiligr, Tiligr
gaiadimension:tilipu, Tilipu
gaiadimension:tiliol, Tiliol
gaiadimension:tilimy, Tilimy
gaiadimension:plagued_tiliey, Plagued Tiliey
gaiadimension:tiliou, Tiliou
gaiadimension:hematite_powder, Hematite Powder
gaiadimension:pyrite_powder, Pyrite Powder
gaiadimension:labradorite_powder, Labradorite Powder
gaiadimension:moonstone_powder, Moonstone Powder
gaiadimension:cinnabar_powder, Cinnabar Powder
gaiadimension:red_opal_powder, Red Opal Powder
gaiadimension:blue_opal_powder, Blue Opal Powder
gaiadimension:green_opal_powder, Green Opal Powder
gaiadimension:white_opal_grit, White Opal Grit
gaiadimension:sugilite, Sugilite
gaiadimension:hematite, Hematite
gaiadimension:pyrite, Pyrite
gaiadimension:labradorite, Labradorite
gaiadimension:moonstone, Moonstone
gaiadimension:cinnabar, Cinnabar
gaiadimension:red_opal, Red Opal
gaiadimension:blue_opal, Blue Opal
gaiadimension:green_opal, Green Opal
gaiadimension:white_opal, White Opal
gaiadimension:ixiolite, Ixiolite
gaiadimension:proustite, Proustite
gaiadimension:euclase, Euclase
gaiadimension:leucite, Leucite
gaiadimension:carnelian, Carnelian
gaiadimension:benitoite, Benitoite
gaiadimension:diopside, Diopside
gaiadimension:chalcedony, Chalcedony
gaiadimension:black_residue, Black Residue
gaiadimension:tektite, Tektite
gaiadimension:goldstone_residue, Goldstone Residue
gaiadimension:goldstone, Goldstone
gaiadimension:aura_residue, Aura Residue
gaiadimension:aura_cluster, Aura Cluster
gaiadimension:bismuth_residue, Bismuth Residue
gaiadimension:bismuth_crystal, Bismuth Crystal
gaiadimension:agate_sword, Agate Sword
gaiadimension:agate_pickaxe, Agate Pickaxe
gaiadimension:agate_axe, Agate Axe
gaiadimension:agate_shovel, Agate Shovel
gaiadimension:sugilite_sword, Sugilite Sword
gaiadimension:sugilite_pickaxe, Sugilite Pickaxe
gaiadimension:sugilite_axe, Sugilite Axe
gaiadimension:sugilite_shovel, Sugilite Shovel
gaiadimension:ixiolite_sword, Ixiolite Sword
gaiadimension:ixiolite_pickaxe, Ixiolite Pickaxe
gaiadimension:ixiolite_axe, Ixiolite Axe
gaiadimension:ixiolite_shovel, Ixiolite Shovel
gaiadimension:euclase_sword, Euclase Sword
gaiadimension:euclase_pickaxe, Euclase Pickaxe
gaiadimension:euclase_axe, Euclase Axe
gaiadimension:euclase_shovel, Euclase Shovel
gaiadimension:carnelian_sword, Carnelian Sword
gaiadimension:carnelian_pickaxe, Carnelian Pickaxe
gaiadimension:carnelian_axe, Carnelian Axe
gaiadimension:carnelian_shovel, Carnelian Shovel
gaiadimension:benitoite_sword, Benitoite Sword
gaiadimension:benitoite_pickaxe, Benitoite Pickaxe
gaiadimension:benitoite_axe, Benitoite Axe
gaiadimension:benitoite_shovel, Benitoite Shovel
gaiadimension:chalcedony_sword, Chalcedony Sword
gaiadimension:chalcedony_pickaxe, Chalcedony Pickaxe
gaiadimension:chalcedony_axe, Chalcedony Axe
gaiadimension:chalcedony_shovel, Chalcedony Shovel
gaiadimension:old_bow, Old Bow
gaiadimension:agate_arrow, Agate Arrow
gaiadimension:sugilite_helmet, Sugilite Helmet
gaiadimension:sugilite_chestplate, Sugilite Chestplate
gaiadimension:sugilite_legs, Sugilite Legs
gaiadimension:sugilite_boots, Sugilite Boots
gaiadimension:proustite_helmet, Proustite Helmet
gaiadimension:proustite_chestplate, Proustite Chestplate
gaiadimension:proustite_legs, Proustite Legs
gaiadimension:proustite_boots, Proustite Boots
gaiadimension:leucite_helmet, Leucite Helmet
gaiadimension:leucite_chestplate, Leucite Chestplate
gaiadimension:leucite_legs, Leucite Legs
gaiadimension:leucite_boots, Leucite Boots
gaiadimension:carnelian_helmet, Carnelian Helmet
gaiadimension:carnelian_chestplate, Carnelian Chestplate
gaiadimension:carnelian_legs, Carnelian Legs
gaiadimension:carnelian_boots, Carnelian Boots
gaiadimension:diopside_helmet, Diopside Helmet
gaiadimension:diopside_chestplate, Diopside Chestplate
gaiadimension:diopside_legs, Diopside Legs
gaiadimension:diopside_boots, Diopside Boots
gaiadimension:chalcedony_helmet, Chalcedony Helmet
gaiadimension:chalcedony_chestplate, Chalcedony Chestplate
gaiadimension:chalcedony_legs, Chalcedony Legs
gaiadimension:chalcedony_boots, Chalcedony Boots
gaiadimension:malachite_guard_headgear, Malachite Headgear
gaiadimension:malachite_guard_brace, Malachite Brace
gaiadimension:malachite_guard_gear, Malachite Gear
gaiadimension:malachite_guard_boots, Malachite Boots
gaiadimension:apex_predator_hood, Tiger's Eye Hood
gaiadimension:apex_predator_jacket, Tiger's Eye Jacket
gaiadimension:apex_predator_trousers, Tiger's Eye Trousers
gaiadimension:apex_predator_boots, Tiger's Eye Boots
gaiadimension:spinel_princess_cowl, Spinel Cowl
gaiadimension:spinel_princess_cloak, Spinel Cloak
gaiadimension:spinel_princess_dress, Spinel Dress
gaiadimension:spinel_princess_heels, Spinel Heels
gaiadimension:zircon_prince_crown, Zircon Crown
gaiadimension:zircon_prince_chestpiece, Zircon Chestpiece
gaiadimension:zircon_prince_gear, Zircon Gear
gaiadimension:zircon_prince_boots, Zircon Boots
gaiadimension:corrupt_warrior_helm, Corrupted Gaia Helm
gaiadimension:corrupt_warrior_guard, Corrupted Gaia Guard
gaiadimension:corrupt_warrior_greaves, Corrupted Gaia Greaves
gaiadimension:corrupt_warrior_boots, Corrupted Gaia Boots
gaiadimension:gaia_duchess_helm, Bixbite Helm
gaiadimension:gaia_duchess_guard, Bixbite Guard
gaiadimension:gaia_duchess_greaves, Bixbite Greaves
gaiadimension:gaia_duchess_boots, Bixbite Greaves
gaiadimension:gaia_baron_mask, Tsavorite Mask
gaiadimension:gaia_baron_tuxedo, Tsavorite Tuxedo
gaiadimension:gaia_baron_pants, Tsavorite Pants
gaiadimension:gaia_baron_shoes, Tsavorite Shoes
gaiadimension:gaia_duke_helm, Larvikite Helm
gaiadimension:gaia_duke_guard, Larvikite Guard
gaiadimension:gaia_duke_greaves, Larvikite Greaves
gaiadimension:gaia_duke_boots, Larvikite Boots
gaiadimension:gaia_champion_helm, Gaia Champion Helm
gaiadimension:gaia_champion_guard, Gaia Champion Guard
gaiadimension:gaia_champion_greaves, Gaia Champion Greaves
gaiadimension:gaia_champion_boots, Gaia Champion Boots
gaiadimension:malachite_guard_baton, Malachite Guard Baton
gaiadimension:apex_predator_mace, Apex Predator Mace
gaiadimension:spinel_princess_flamberge, Spinel Princess Flamberge
gaiadimension:zircon_prince_razor, Zircon Prince Razor
gaiadimension:corrupt_warrior_sword, Corrupt Warrior Sword
gaiadimension:gaia_duchess_khopesh, Gaia Duchess Khopesh
gaiadimension:gaia_baron_dagger, Gaia Baron Dagger
gaiadimension:gaia_duke_blade, Gaia Duke Blade
gaiadimension:gaia_champion_sword, Gaia Champion Sword
gaiadimension:gaia_portal, Gaia Portal
gaiadimension:keystone_block, Keystone Block
gaiadimension:gold_fire, Gold Fire
gaiadimension:pyrite_torch, Pyrite Torch
gaiadimension:agate_crafting_table, Agate Crafting Table
gaiadimension:crude_storage_crate, Crude Storage Crate
gaiadimension:mega_storage_crate, Mega Storage Crate
gaiadimension:gaia_stone_furnace_idle, Gaia Stone Furnace
